label,title,content
5,EML Admiral Cowan (M313), EML Admiral Cowan (M313) is a Sandown-class minehunter the former HMS Sandown lead ship of her class of the Royal Navy now of the Estonian Navy. She is part of the Estonian Navy's Mineships Division. The commanding officer of the vessel is LtSg Tanel Leetna. Admiral Cowan is the third vessel of the Estonian Navy Mineships Division and also the first modernised Sandown class minehunter.
5,USS Powhatan (1850), The first USS Powhatan was a sidewheel steam frigate in the United States Navy during the American Civil War. She was named for Powhatan a Native American chief of eastern Virginia. She was one of the last and largest of the United States Navy's paddle frigates.Powhatan's keel was laid on 6 August 1847 at Norfolk Naval Shipyard Portsmouth Virginia. Her engines were constructed by Mehaffy & Company of Gosport Virginia. She cost $785000.
5,USS St. Joseph's River (LSM(R)-527), USS St. Joseph's River (LSM(R)-527) was laid down on 19 May 1945 by the Brown Shipbuilding Co. Inc. in Houston Texas; she was launched on 16 June 1945 and commissioned on 24 August 1945.
5,SS Empire Defender, Empire Defender was a 5649 GRT cargo ship that was built in 1910 as Freienfels by JC Tecklenborg AG Wesermünde Germany. She was seized by the United Kingdom in 1914 passing to the Admiralty. In 1920 she was passed to the Secretary of State for India.She was sold to Greece in 1925 and renamed Hadiotis. In 1928 she was sold to Italy and renamed Felce. In 1940 she was seized by the United Kingdom and passed to the Ministry of War Transport (MoWT).
5,MS Vale Brasil, MS Vale Brasil is a very large ore carrier owned by the Brazilian mining company Vale. She is the first of seven 400000-ton very large ore carriers (VLOC) ordered by Vale from Daewoo Shipbuilding & Marine Engineering in South Korea and twelve from Jiangsu Rongsheng Heavy Industries in China which are designed to carry iron ore from Brazil to Asia along the Cape route around South Africa.
5,USS Montauk (LSV-6), USS Montauk (LSV-6/AN-2/AP-161/AKN-6) was an Osage-class vehicle landing ship built for the United States Navy during World War II. She was named after USS Montauk (1862) and was the fourth U.S. Naval vessel to bear the name.Originally laid down under Maritime Commission contract (MC hull 1) as AN-2 on 14 April 1942 by the Ingalls Shipbuilding Corporation of Pascagoula Mississippi; launched 14 April 1943; sponsored by Mrs. G. C.
5,Titan IIIA, The Titan IIIA or Titan 3A was an American expendable launch system launched four times in 1964 and 1965 to test the Transtage upper stage which was intended for use on the larger Titan IIIC. The Transtage was mounted atop two core stages derived from the Titan II. The Titan IIIA was also used as the core of the Titan IIIC.The Titan IIIA made its maiden flight on 1 September 1964 but the Transtage failed to pressurise resulting in a premature cutoff and failure to reach orbit.
5,Scheutzow Bee, The Scheutzow Model B or Scheutzow Bee was a two-seat utility helicopter developed in the United States in the late 1960s and early 1970s.
5,HMS Pendennis (1695), HMS Pendennis was a 50-gun fourth rate ship of the line of the English Royal Navy built by Robert and John Castle at Deptford and launched in 1695.The Pendennis was captured by two French 50-gun ships off the Dogger Bank in October 1705.
5,Highland Railway Drummond 0-6-0 Class, The Highland Railway K class were the only class of 0-6-0 tender locomotives built for the Highland Railway. They were introduced in 1900 to the design of Peter Drummond. The class were known as 'Barneys'.They were fairly standard for British practice of the time inside cylinders with 5 ft 0 in (1.524 m) diameter driving wheels and a general Drummond family appearance.The first six (nos. 134 to 139) were built by Dübs and Company in 1900.
5,SS Tynwald (1947), TSS (RMS) Tynwald (V) No. 165248 was a passenger vessel operated by the Isle of Man Steam Packet Company from 1947 to 1974 and was the fifth vessel in the history of the line to bear the name.
5,Saturn V-B, Studied in 1968 by Marshall Space Flight Center the Saturn V-B was considered an interesting vehicle concept because it nearly represents a single-stage to orbit booster but is actually a stage and a half booster just like the Atlas. The booster would achieve liftoff via five regular F-1 engines; four of the five engines on the Saturn V-B would be jettisoned and could be fully recoverable with the sustainer stage on the rocket continuing the flight into orbit.
5,Damen Stan 4207 patrol vessel, The Damen Stan Patrol 4100 Damen Stan Patrol 4207 Damen Stan Patrol 4708 and Damen Stan Patrol 5009 are four related designs from the Damen Group a Dutch shipbuilding firm.
5,SS Algoma, The Algoma was a steamer built in 1883; it sank off the shore of Mott Island near Isle Royale in Lake Superior in 1885 and the remains are still on the lake bottom. The wreck was placed on the National Register of Historic Places in 1984.
5,Heinkel HD 26, The Heinkel HD 26 was a reconnaissance seaplane developed in Germany during the 1920s for production in Japan. It was intended as a smaller single-seat counterpart to the HD 25 to provide a spotter aircraft for warships to take off from a short ramp.
5,Beechcraft Model 18, The Beechcraft Model 18 or Twin Beech as it is better known is a 6–11 seat twin-engined low-wing tailwheel aircraft that was manufactured by the Beech Aircraft Corporation of Wichita Kansas.
5,HMS Reynard (1848), HMS Reynard was an 8-gun screw sloop of the Royal Navy. She was launched in 1848 conducted anti-piracy work in Chinese waters and was wrecked on the Pratas Islands in the South China Sea on 31 May 1851.
5,Tazzari Zero, The Tazzari Zero is an battery electric microcar produced by the Tazzari Group in Imola Italy and debuted in the 2009 Bologna Motor Show. The Tazzari Zero uses a lithium-ion battery pack that delivers an all-electric range of 140 kilometres (87 mi).
5,Cierva C.29, The Cierva C.29 was a five-seat British cabin autogyro built in 1934 as a joint venture between Westland Aircraft and Cierva. The rotor system and rotors were designed by Cierva and the fuselage by Westland. It was powered by a 600 hp (447 kW) Armstrong Siddeley Panther II engine with a two-bladed tractor propeller; the engine also drove the three-bladed rotor via a clutched shaft. The C.29 suffered from ground resonance during ground running and was not flown.
5,SS Westfalen (1905), SS Westfalen was a German ship launched on 14 November 1905 at J.C. Tecklenborg in Geestemünde.In the early 1930s Westfalen was converted into a seaplane tender to serve as both weather reporting and refueling station for Dornier Wal flying boats of Lufthansa carrying mail trans-Atlantic between Europe and South America. The conversion of the Westfalen consisted of a large retractable stern mounted canvas drag apron for the flying boat to taxi on (i.e.
5,Arabe-class destroyer, The Arabe class was a class of twelve destroyers of the French Navy launched in 1917 used during the First World War. All the ships were built in Japan as an export version of the Kaba class and were named after people under the domination of the French empire at the time.
5,Martin MS, The Martin MS-1 was an experimental scout biplane ordered by the United States Navy and was intended to operate from a submarine. It first flew in 1923 and the type was used for tests until 1926 when the project was cancelled.
5,Long March 6, The Long March 6 (Chinese: 长征系列运载火箭 6) or Chang Zheng 6 as in pinyin abbreviated LM-6 for export or CZ-6 within China is a Chinese liquid-fuelled carrier rocket which is being developed by the China Aerospace Science and Technology Corporation and the China Academy of Launch Vehicle Technology and is scheduled to make its maiden flight in 2013.As one of the new generation rocket family the Long March 6 is designed to be a light capacity high-speed response rocket compensating for the heavy lift Long March 5 and the mid-heavy lift Long March 7 rocket families. 
5,Carnival Fantasy, Carnival Fantasy the lead ship of Carnival's Fantasy class was launched in 1990 and is currently the oldest cruise ship in the Carnival fleet. The Fantasy was the third ship to receive Carnival's Evolutions of Fun upgrade.It currently sails year-round sailing five- and seasonal seven-night cruises out of Charleston South Carolina. The five-night cruises visit Nassau and Freeport and the seven-night cruises visit Grand Turk Half Moon Cay and Nassau.
5,Godavari-class frigate, The Godavari class frigates (formerly Type 16 or Project 16 frigates) are guided-missile frigates of the Indian Navy. The Godavari class was the first significant indigenous warship design and development initiative of the Indian Navy. Its design is a modification of the Nilgiri class frigate with a focus on indigenous content of 72% a larger hull and updated armaments.The class and the lead ship INS Godavari are named after the Godavari River.
5,Queen Elizabeth 2, Queen Elizabeth 2 often referred to simply as QE2 is an ocean liner built for the Cunard Line which was operated by Cunard as both a transatlantic liner and a cruise ship from 1969 to 2008. She was designed for the transatlantic service from her home port of Southampton UK to New York and was named after the earlier Cunard liner RMS Queen Elizabeth. She served as the flagship of the line from 1969 until succeeded by RMS Queen Mary 2 in 2004.
